year	school_id	school_name	wins	losses	ties	total_games
2014	30067	Morrisville St.	22	9	0	31
2014	17094	William Peace	9	16	0	25
2014	20794	Lynn	9	18	0	27
2014	1446	Western Ore.	18	12	0	30
2014	42	Aurora	18	9	0	27
2014	8398	Hilbert	21	7	0	28
2014	8968	Eastern	11	14	0	25
2014	135	Cheyney	3	23	0	26
2014	639	Siena	20	18	0	38
2014	376	Macalester	4	21	0	25
2014	540	Penn	8	20	0	28
2014	953	Austin	9	16	0	25
2014	2759	Western St.	3	24	0	27
2014	280	Hillsdale	18	9	0	27
2014	200	Eastern Conn. St.	23	7	0	30
2014	702	Texas-Arlington	15	17	0	32
2014	377	MacMurray	19	7	0	26
2014	137	Chicago	15	10	0	25
2014	539	Penn St.	16	18	0	34
2014	43	Austin Peay	12	18	0	30
2014	27901	Mount Ida	5	20	0	25
2014	281	Hiram	6	19	0	25
2014	1448	Western Wash.	20	8	0	28
2014	201	Eastern Ill.	11	19	0	30
2014	23121	Texas-Dallas	27	4	0	31
2014	380	Maine	6	23	0	29
2014	136	Chicago St.	13	19	0	32
2014	44	Averett	12	14	0	26
2014	1245	Mount Olive	19	9	0	28
2014	30114	Penn St.-Abington	14	13	0	27
2014	641	Simpson	4	21	0	25
2014	777	Westfield St.	15	11	0	26
2014	282	Hobart	22	7	0	29
2014	202	Eastern Ky.	24	10	0	34
2014	378	Maine Maritime	2	23	0	25
2014	8875	Chowan	12	15	0	27
2014	45	Babson	20	7	0	27
2014	452	Mount Union	20	6	0	26
2014	25719	Penn St.-Altoona	5	20	0	25
2014	660	SIU Edwardsville	11	20	0	31
2014	1450	Westminster (MO)	14	12	0	26
2014	283	Hofstra	10	23	0	33
2014	204	Eastern Mich.	22	15	0	37
2014	1192	Manchester	5	20	0	25
2014	30028	Texas-Tyler	15	12	0	27
2014	46	Baldwin Wallace	14	13	0	27
2014	538	Penn St.-Behrend	24	5	0	29
2014	642	Skidmore	16	10	0	26
2014	139	Chris. Newport	19	9	0	28
2014	30036	Mt. Aloysius	12	12	0	24
2014	1451	Westminster (PA)	3	23	0	26
2014	381	Manhattan	25	8	0	33
2014	707	Thiel	10	13	0	23
2014	47	Ball St.	5	25	0	30
2014	206	Eastern N.M.	14	13	0	27
2014	30044	Penn St.-Berks	8	18	0	26
2014	643	Slippery Rock	20	11	0	31
2014	778	Wheaton (IL)	21	9	0	30
2014	285	Holy Cross	20	14	0	34
2014	1015	Christian Bros.	18	11	0	29
2014	382	Manhattanville	11	15	0	26
2014	2758	Thomas (ME)	11	15	0	26
2014	958	Baptist Bible (PA)	9	16	0	25
2014	1064	Eastern Nazarene	19	6	0	25
2014	30081	Penn St. Harrisburg	8	17	0	25
2014	779	Wheaton (MA)	9	15	0	24
2014	1126	Holy Family	21	10	0	31
2014	140	Cincinnati	27	7	0	34
2014	1402	Thomas More	15	13	0	28
2014	384	Mansfield	8	18	0	26
2014	541	Pepperdine	15	16	0	31
2014	12799	Wheeling Jesuit	15	13	0	28
2014	8404	Hood	18	11	0	29
2014	663	SMU	27	10	0	37
2014	1194	Maranatha Baptist	11	15	0	26
2014	1403	Tiffin	11	16	0	27
2014	542	Pfeiffer	6	21	0	27
2014	8896	Wheelock	3	22	0	25
2014	962	Bard	5	20	0	25
2014	286	Hope	20	8	0	28
2014	207	Eastern Wash.	15	16	0	31
2014	645	Sonoma St.	7	19	0	26
2014	141	Citadel	7	26	0	33
2014	1196	Marian (WI)	22	7	0	29
2014	709	Toledo	27	7	0	34
2014	780	Whitman	16	10	0	26
2014	49	Barry	19	9	0	28
2014	288	Houston	17	16	0	33
2014	1305	Cairn	2	23	0	25
2014	208	Eckerd	17	14	0	31
2014	385	Marietta	19	7	0	26
2014	646	South Ala.	11	20	0	31
2014	711	Towson	25	11	0	36
2014	15646	Barton	17	11	0	28
2014	781	Whittier	11	14	0	25
2014	287	Houston Baptist	6	25	0	31
2014	543	Philadelphia U.	25	7	0	32
2014	1066	Edgewood	13	15	0	28
2014	386	Marist	12	19	0	31
2014	648	South Carolina	14	20	0	34
2014	28749	Transylvania	9	17	0	26
2014	58	Baruch	14	12	0	26
2014	1454	Whitworth	23	6	0	29
2014	209	Edinboro	10	16	0	26
2014	21830	Piedmont	9	16	0	25
2014	290	Howard	8	25	0	33
2014	647	South Carolina St.	9	21	0	30
2014	387	Marquette	17	15	0	32
2014	50	Bates	11	13	0	24
2014	782	Wichita St.	35	1	0	36
2014	30058	Claflin	10	19	0	29
2014	210	Elizabeth City St.	14	13	0	27
2014	2741	Howard Payne	5	20	0	25
2014	8567	Mt. St. Joseph	17	9	0	26
2014	650	South Dakota	12	18	0	30
2014	1199	Mars Hill	7	20	0	27
2014	30037	Trine	15	11	0	26
2014	783	Widener	13	12	0	25
2014	211	Elizabethtown	8	17	0	25
2014	1315	Pitt.-Bradford	16	11	0	27
2014	291	Humboldt St.	11	17	0	28
2014	142	Claremont-M-S	20	6	0	26
2014	649	South Dakota St.	19	13	0	32
2014	1468	Mt. St. Mary (NY)	21	7	0	28
2014	388	Marshall	11	22	0	33
2014	784	Wilkes	8	16	0	24
2014	212	Elmhurst	14	11	0	25
2014	51	Baylor	26	12	0	38
2014	713	Trinity (CT)	15	11	0	26
2014	11839	Pitt.-Greensburg	12	14	0	26
2014	143	Clarion	5	20	0	25
2014	450	Mt. St. Mary's	16	17	0	33
2014	8597	Martin Luther	6	19	0	25
2014	651	South Fla.	12	20	0	32
2014	213	Elmira	10	15	0	25
2014	292	Hunter	12	14	0	26
2014	785	Willamette	3	22	0	25
2014	546	Pitt.-Johnstown	13	13	0	26
2014	26107	Becker	15	12	0	27
2014	145	Clark (MA)	12	13	0	25
2014	30075	Mary	7	21	0	28
2014	451	Mt. St. Vincent	8	17	0	25
2014	532	Elms	15	13	0	28
2014	1130	Huntingdon	12	15	0	27
2014	52	Bellarmine	23	8	0	31
2014	1314	Pittsburg St.	8	18	0	26
2014	715	Trinity (TX)	19	10	0	29
2014	144	Clark Atlanta	15	12	0	27
2014	453	Muhlenberg	16	10	0	26
2014	1068	Elon	18	14	0	32
2014	1133	Husson	26	3	0	29
2014	654	Southeast Mo. St.	18	14	0	32
2014	14927	Belmont	26	10	0	36
2014	545	Pittsburgh	26	10	0	36
2014	716	Troy	11	20	0	31
2014	214	Emerson	13	13	0	26
2014	454	Murray St.	23	11	0	34
2014	1203	Mary Hardin-Baylor	17	9	0	26
2014	295	Idaho	16	18	0	34
2014	655	Southeastern La.	12	18	0	30
2014	2683	Belmont Abbey	11	16	0	27
2014	215	Emmanuel (MA)	6	19	0	25
2014	499	Truman	20	7	0	27
2014	547	Plattsburgh St.	24	6	0	30
2014	390	Mary Washington	25	6	0	31
2014	455	Muskingum	8	17	0	25
2014	146	Clarkson	16	10	0	26
2014	294	Idaho St.	11	18	0	29
2014	1371	Southeastern Okla.	9	18	0	27
2014	53	Beloit	9	14	0	23
2014	217	Emory	19	9	0	28
2014	548	Plymouth St.	13	14	0	27
2014	717	Tufts	13	12	0	25
2014	488	N.C. A&T	9	23	0	32
2014	392	Maryland	17	15	0	32
2014	20576	Clayton St.	10	16	0	26
2014	300	Ill. Wesleyan	27	5	0	32
2014	1376	Southern Ark.	12	16	0	28
2014	54	Bemidji St.	18	9	0	27
2014	216	Emory & Henry	4	22	0	26
2014	718	Tulane	17	17	0	34
2014	481	Polytechnic (NY)	5	20	0	25
2014	489	N.C. Central	28	6	0	34
2014	394	Marymount (VA)	16	12	0	28
2014	147	Clemson	23	13	0	36
2014	302	Ill.-Chicago	6	25	0	31
2014	657	Southern California	11	21	0	32
2014	55	Benedict	17	11	0	28
2014	1071	Emporia St.	18	13	0	31
2014	549	Pomona-Pitzer	18	8	0	26
2014	719	Tulsa	21	13	0	34
2014	395	Maryville (MO)	13	14	0	27
2014	491	N.C. Wesleyan	13	13	0	26
2014	148	Cleveland St.	21	12	0	33
2014	30050	Ill.-Springfield	10	18	0	28
2014	658	Southern Conn. St.	30	3	0	33
2014	296	Benedictine (IL)	14	12	0	26
2014	551	Portland	15	16	0	31
2014	8981	Endicott	18	10	0	28
2014	12830	Tusculum	3	25	0	28
2014	8577	N.M. Highlands	11	15	0	26
2014	396	Maryville (TN)	18	8	0	26
2014	786	William & Mary	20	12	0	32
2014	722	Coast Guard	6	20	0	26
2014	659	Southern Ill.	14	19	0	33
2014	550	Portland St.	17	15	0	32
2014	1072	Erskine	15	12	0	27
2014	720	Tuskegee	21	12	0	33
2014	397	Marywood	10	15	0	25
2014	726	Navy	9	21	0	30
2014	301	Illinois	20	15	0	35
2014	149	Coastal Caro.	21	13	0	34
2014	661	Southern Ind.	25	6	0	31
2014	1318	Post	11	16	0	27
2014	56	Bentley	18	11	0	29
2014	1255	U New England	1	24	0	25
2014	218	Eureka	5	20	0	25
2014	461	Nazareth	19	8	0	27
2014	486	MCLA	9	17	0	26
2014	297	Illinois Col.	13	10	0	23
2014	30083	Cobleskill St.	11	14	0	25
2014	662	Southern Me.	7	19	0	26
2014	553	Prairie View	11	23	0	34
2014	973	Berry	5	21	0	26
2014	219	Evansville	14	19	0	33
2014	9	UAB	18	13	0	31
2014	462	Neb. Wesleyan	14	12	0	26
2014	299	Illinois St.	18	16	0	34
2014	150	Coe	11	14	0	25
2014	664	Southern Miss.	29	7	0	36
2014	789	Williams	28	5	0	33
2014	1320	Presbyterian	6	26	0	32
2014	59	Bethany (WV)	21	6	0	27
2014	220	Fairfield	7	25	0	32
2014	32	UALR	15	17	0	32
2014	1156	Neb.-Kearney	15	13	0	28
2014	401	UMass Boston	6	20	0	26
2014	303	Immaculata	11	15	0	26
2014	468	Southern N.H.	16	11	0	27
2014	1023	Coker	15	13	0	28
2014	1460	Wilmington (DE)	9	19	0	28
2014	30038	Bethany Lutheran	8	17	0	25
2014	222	Fairleigh Dickinson	10	21	0	31
2014	464	Omaha	17	15	0	32
2014	656	UMass Dartmouth	16	11	0	27
2014	108	UC Davis	9	22	0	31
2014	2743	Incarnate Word	21	6	0	27
2014	665	Southern U.	19	13	0	32
2014	1014	Col. of Charleston	14	18	0	32
2014	1461	Wilmington (OH)	19	9	0	28
2014	60	Bethel (MN)	14	13	0	27
2014	554	Princeton	21	9	0	30
2014	1076	Fairmont St.	20	10	0	30
2014	463	Nebraska	19	13	0	32
2014	368	UMass Lowell	10	18	0	28
2014	109	UC Irvine	23	12	0	35
2014	306	Indiana	17	15	0	32
2014	667	Southern Utah	2	27	0	29
2014	151	Colby	14	11	0	25
2014	555	Principia	6	19	0	25
2014	61	Bethune-Cookman	7	25	0	32
2014	27892	Farmingdale St.	18	9	0	27
2014	1254	Neumann	20	10	0	30
2014	400	Massachusetts	24	9	0	33
2014	111	UC Riverside	10	21	0	31
2014	307	Indiana (PA)	24	5	0	29
2014	152	Colby-Sawyer	14	11	0	25
2014	1379	Southern Vt.	16	10	0	26
2014	1462	Wingate	14	13	0	27
2014	556	Providence	23	12	0	35
2014	62	Binghamton	7	23	0	30
2014	223	Fayetteville St.	19	10	0	29
2014	466	Nevada	15	17	0	32
2014	773	McDaniel	18	10	0	28
2014	112	UC San Diego	15	11	0	26
2014	305	Indiana St.	23	11	0	34
2014	153	Colgate	13	18	0	31
2014	2755	Southwest Baptist	14	15	0	29
2014	790	Winona St.	26	8	0	34
2014	557	Puget Sound	15	12	0	27
2014	28593	Birmingham-So.	17	10	0	27
2014	221	FDU-Florham	13	13	0	26
2014	467	New England Col.	8	18	0	26
2014	8530	McMurry	12	15	0	27
2014	104	UC Santa Barbara	21	9	0	30
2014	309	Indianapolis	24	5	0	29
2014	11403	Colo. Christian	18	15	0	33
2014	791	Winston-Salem	18	11	0	29
2014	8736	Southwest Minn. St.	19	12	0	31
2014	30029	Purchase St.	26	3	0	29
2014	64	Blackburn	2	23	0	25
2014	23157	Felician	6	20	0	26
2014	469	New Hampshire	6	24	0	30
2014	402	McNeese St.	11	20	0	31
2014	113	UC Santa Cruz	4	21	0	25
2014	310	Iona	22	11	0	33
2014	157	Colorado	23	12	0	35
2014	792	Winthrop	20	13	0	33
2014	559	Purdue	15	17	0	32
2014	8746	Southwestern (TX)	8	18	0	26
2014	224	Ferris St.	10	16	0	26
2014	470	New Haven	21	9	0	30
2014	393	UMES	6	24	0	30
2014	9754	UC-Colo. Springs	21	9	0	30
2014	312	Iowa	20	13	0	33
2014	154	Colorado Col.	17	8	0	25
2014	8911	Wis. Lutheran	10	16	0	26
2014	11504	Queens (NC)	14	13	0	27
2014	8744	Southwestern Okla.	17	10	0	27
2014	225	Ferrum	11	16	0	27
2014	319	New Jersey City	14	13	0	27
2014	379	Me.-Farmington	13	15	0	28
2014	311	Iowa St.	28	8	0	36
2014	128	UCF	13	18	0	31
2014	793	Wis.-Eau Claire	10	15	0	25
2014	155	Colorado Mines	25	5	0	30
2014	560	Queens (NY)	9	18	0	27
2014	473	New Mexico	27	7	0	34
2014	30040	Me.-Presque Isle	5	10	0	15
2014	1079	Findlay	24	6	0	30
2014	308	IPFW	25	11	0	36
2014	795	Wis.-La Crosse	17	10	0	27
2014	156	Colorado St.	16	16	0	32
2014	110	UCLA	28	9	0	37
2014	561	Quincy	10	18	0	28
2014	23260	Spalding	19	8	0	27
2014	30032	Finlandia	5	18	0	23
2014	472	New Mexico St.	26	10	0	36
2014	23725	Medaille	14	12	0	26
2014	798	Wis.-Oshkosh	12	14	0	26
2014	313	Ithaca	7	18	0	25
2014	391	UMBC	9	21	0	30
2014	562	Quinnipiac	20	12	0	32
2014	2720	Colorado St.-Pueblo	15	12	0	27
2014	474	New Orleans	11	15	0	26
2014	403	Medgar Evers	2	23	0	25
2014	799	Wis.-Parkside	23	7	0	30
2014	2699	IUPUI	6	26	0	32
2014	2707	UMKC	10	20	0	30
2014	158	Columbia	21	13	0	34
2014	563	Radford	22	13	0	35
2014	227	Fitchburg St.	2	22	0	24
2014	475	SUNY New Paltz	6	19	0	25
2014	404	Memphis	24	10	0	34
2014	984	Bloomfield	21	9	0	30
2014	800	Wis.-Platteville	16	11	0	27
2014	314	Jackson St.	11	20	0	31
2014	456	UNC Asheville	17	15	0	32
2014	564	Ramapo	9	16	0	25
2014	159	Columbus St.	14	14	0	28
2014	231	FIU	15	16	0	31
2014	65	Bloomsburg	16	12	0	28
2014	801	Wis.-River Falls	8	17	0	25
2014	316	Jacksonville	12	18	0	30
2014	459	UNC Greensboro	14	18	0	32
2014	566	Randolph	15	11	0	26
2014	1028	Concord	8	21	0	29
2014	229	Fla. Atlantic	10	22	0	32
2014	985	Bluefield St.	8	18	0	26
2014	406	Mercer	27	9	0	36
2014	479	New York U.	16	10	0	26
2014	315	Jacksonville St.	10	21	0	31
2014	802	Wis.-Stevens Point	28	2	0	30
2014	537	UNC Pembroke	14	15	0	29
2014	162	Concordia (NY)	5	21	0	26
2014	987	Bluffton	10	15	0	25
2014	1257	Newberry	19	9	0	28
2014	724	Merchant Marine	12	14	0	26
2014	803	Wis.-Stout	12	14	0	26
2014	317	James Madison	11	20	0	31
2014	460	UNC Wilmington	9	23	0	32
2014	24400	Concordia (TX)	16	10	0	26
2014	28755	FGCU	22	13	0	35
2014	21772	Newbury	3	22	0	25
2014	66	Boise St.	21	13	0	34
2014	407	Mercy	3	23	0	26
2014	804	Wis.-Superior	7	18	0	25
2014	320	John Carroll	18	11	0	29
2014	504	UNI	16	15	0	31
2014	1036	Concordia (WI)	11	15	0	26
2014	233	Fla. Southern	26	5	0	31
2014	67	Boston College	8	24	0	32
2014	30054	Newman	9	17	0	26
2014	805	Wis.-Whitewater	29	4	0	33
2014	408	Mercyhurst	17	12	0	29
2014	321	John Jay	9	17	0	26
2014	160	Concordia Chicago	6	19	0	25
2014	727	Union (NY)	10	14	0	24
2014	482	Niagara	7	26	0	33
2014	30092	Flagler	11	15	0	26
2014	68	Boston U.	24	11	0	35
2014	796	Wisconsin	30	8	0	38
2014	322	Johns Hopkins	17	11	0	28
2014	161	Concordia-M'head	12	13	0	25
2014	673	Springfield	20	8	0	28
2014	465	UNLV	20	13	0	33
2014	483	Nicholls St.	14	15	0	29
2014	235	Florida	36	3	0	39
2014	69	Bowdoin	19	6	0	25
2014	806	Wittenberg	21	8	0	29
2014	22626	Johnson & Wales (RI)	23	7	0	30
2014	9081	Concordia-St. Paul	8	19	0	27
2014	410	Merrimack	9	17	0	26
2014	728	Upper Iowa	16	14	0	30
2014	484	Nichols	23	7	0	30
2014	70	Bowie St.	14	14	0	28
2014	228	Florida A&M	14	18	0	32
2014	787	Wm. Paterson	21	6	0	27
2014	323	Johnson C. Smith	18	12	0	30
2014	11416	Colorado Mesa	13	14	0	27
2014	164	UConn	31	8	1	40
2014	593	St. Anselm	22	8	0	30
2014	730	Ursinus	6	19	0	25
2014	565	Randolph-Macon	20	7	0	27
2014	234	Florida St.	22	14	0	36
2014	71	Bowling Green	12	20	0	32
2014	471	NJIT	13	16	0	29
2014	411	Messiah	19	6	0	25
2014	324	Johnson St.	6	20	0	26
2014	163	Connecticut Col.	9	14	0	23
2014	594	St. Augustine's	13	16	0	29
2014	2915	Wofford	20	13	0	33
2014	567	Redlands	11	14	0	25
2014	28594	USciences	17	11	0	28
2014	230	Florida Tech	16	13	0	29
2014	485	Norfolk St.	19	15	0	34
2014	72	Bradley	12	20	0	32
2014	325	Juniata	18	10	0	28
2014	11538	Fontbonne	9	16	0	25
2014	568	Regis (CO)	7	20	0	27
2014	487	North Ala.	23	10	0	33
2014	73	Brandeis	13	12	0	25
2014	326	Kalamazoo	10	15	0	25
2014	236	Fordham	10	21	0	31
2014	695	UT Martin	8	23	0	31
2014	807	Wooster	26	4	0	30
2014	596	St. Bonaventure	18	15	0	33
2014	569	Regis (MA)	11	15	0	26
2014	457	North Carolina	24	10	0	34
2014	328	Kansas	25	10	0	35
2014	30094	Brevard	4	22	0	26
2014	9011	Fort Hays St.	22	8	0	30
2014	732	Utah	21	12	0	33
2014	809	Worcester St.	12	14	0	26
2014	490	North Carolina St.	22	14	0	36
2014	74	Bridgeport	18	11	0	29
2014	327	Kansas St.	20	13	0	33
2014	1083	Fort Lewis	18	10	0	28
2014	808	WPI	22	5	0	27
2014	731	Utah St.	18	14	0	32
2014	570	Rensselaer	8	17	0	25
2014	598	St. Cloud St.	20	8	0	28
2014	492	North Central (IL)	14	11	0	25
2014	75	Bridgewater (VA)	14	12	0	26
2014	329	Kean	16	14	0	30
2014	237	Fort Valley St.	21	9	0	30
2014	810	Wright St.	21	15	0	36
2014	30024	Utah Valley	20	12	0	32
2014	572	Rhode Island	14	18	0	32
2014	1334	St. Edward's	10	17	0	27
2014	30039	North Central (MN)	14	12	0	26
2014	76	Bridgewater St.	16	12	0	28
2014	330	Keene St.	8	17	0	25
2014	238	Framingham St.	8	18	0	26
2014	704	UTEP	23	11	0	34
2014	811	Wyoming	18	15	0	33
2014	571	Rhode Island Col.	20	9	0	29
2014	494	North Dakota	17	17	0	34
2014	1085	Francis Marion	12	15	0	27
2014	78	Brockport	24	4	0	28
2014	1157	Kennesaw St.	6	25	0	31
2014	812	Xavier	21	13	0	34
2014	573	Rhodes	15	12	0	27
2014	493	North Dakota St.	26	7	0	33
2014	79	Brooklyn	12	14	0	26
2014	30069	Franciscan	6	18	0	24
2014	331	Kent St.	16	16	0	32
2014	813	Yale	19	14	0	33
2014	574	Rice	7	23	0	30
2014	2711	North Florida	16	16	0	32
2014	80	Brown	15	14	0	29
2014	239	Frank. & Marsh.	17	9	0	26
2014	334	Kentucky	29	10	1	40
2014	599	St. Francis Brooklyn	18	14	0	32
2014	814	Yeshiva	7	18	0	25
2014	681	Richard Stockton	25	5	0	30
2014	81	Bryant	18	14	0	32
2014	2694	Franklin	10	16	0	26
2014	332	Kentucky St.	15	14	0	29
2014	600	Saint Francis (PA)	10	21	0	31
2014	575	Richmond	19	14	0	33
2014	2730	York (NY)	22	8	0	30
2014	241	Franklin Pierce	21	8	0	29
2014	30052	North Georgia	12	14	0	26
2014	601	St. John Fisher	16	9	0	25
2014	576	Rider	14	17	0	31
2014	335	Kenyon	12	14	0	26
2014	815	York (PA)	5	20	0	25
2014	242	Fredonia St.	6	19	0	25
2014	83	Bucknell	16	14	0	30
2014	9223	North Greenville	14	14	0	28
2014	602	Saint John's (MN)	15	11	0	26
2014	817	Youngstown St.	15	17	0	32
2014	96	Fresno St.	21	18	0	39
2014	84	Buena Vista	14	13	0	27
2014	496	North Park	3	21	0	24
2014	603	St. John's (NY)	20	13	0	33
2014	243	Frostburg St.	3	22	0	25
2014	497	North Texas	16	16	0	32
2014	244	Furman	9	21	0	30
2014	500	Northeastern	11	21	0	32
2014	606	Saint Joseph's	24	10	0	34
2014	30072	St. Joseph's (Brkln)	18	9	0	27
2014	12810	Northeastern St.	16	13	0	29
2014	604	St. Joseph's (IN)	4	24	0	28
2014	1340	St. Joseph's (L.I.)	9	17	0	26
2014	605	St. Joseph's (ME)	18	10	0	28
2014	607	St. Lawrence	10	15	0	25
2014	608	Saint Leo	24	9	0	33
